
question,answer,topic
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=74 và heuristic h(n)=7, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=74+7=81.,SearchInformed
Hãy trình bày A* dùng hàm đánh giá f(n) như thế nào?,"A* chọn nút có f(n)=g(n)+h(n), với g là chi phí đã đi và h là ước lượng đến đích.",SearchInformed
BFS đảm bảo tối ưu trong điều kiện nào?,"BFS tối ưu khi mọi bước đi có cùng chi phí (chi phí bước bằng nhau), vì BFS tìm lời giải nông nhất.",Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=43 và heuristic h(n)=3, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=43+3=46.,SearchInformed
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=4 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 4 + 4^2 + … + 4^2 = (b^(d+1)−1)/(b−1) = 21.,Search
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=56 và heuristic h(n)=24, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=56+24=80.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=46 và heuristic h(n)=0, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=46+0=46.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=13 và heuristic h(n)=2, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=13+2=15.,SearchInformed
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∃i ∀j S(i,j).","Phủ định: ¬∃i∀jS(i,j) ≡ ∀i ∃j ¬S(i,j).",LogicFOL
"Khái niệm Trong NLP, bài toán gán nhãn thực thể (NER) là gì?","Nhận diện và phân loại các thực thể có tên trong văn bản như người, tổ chức, địa điểm, thời gian…",Applications
Bạn hãy nêu Alpha–beta pruning giúp giảm gì trong minimax?,"Giảm số nút cần đánh giá bằng cách cắt các nhánh không thể ảnh hưởng kết quả cuối, nhưng vẫn cho cùng quyết định như minimax.",Adversarial
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=2 và heuristic h(n)=12, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=2+12=14.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=31 và heuristic h(n)=10, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=31+10=41.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=13 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=13+34=47.,SearchInformed
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=3, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=3 thì giá trị là 58.",Search
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=1. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^1 = (b^(d+1)−1)/(b−1) = 6.,Search
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=8 thì b·m = 72 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=52 và heuristic h(n)=17, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=52+17=69.,SearchInformed
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=20, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=20 thì b·m = 180 (đơn vị tỷ lệ, bỏ hằng số).",Search
Overfitting có thể phát hiện qua dấu hiệu nào?,"Lỗi huấn luyện thấp nhưng lỗi kiểm thử/validation cao, cho thấy mô hình học quá sát dữ liệu huấn luyện.",MachineLearning
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=8 thì b·m = 40 (đơn vị tỷ lệ, bỏ hằng số).",Search
Giả sử cây tìm kiếm đều có hệ số phân nhánh b=4 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 4 + 4^2 + … + 4^2 = (b^(d+1)−1)/(b−1) = 21.,Search
Hãy trình bày Thuật toán AC-3 được dùng để làm gì?,Duy trì/khôi phục arc consistency bằng cách duyệt hàng đợi các cung và loại bỏ giá trị không hỗ trợ.,CSP
Bài toán trạng thái đơn được đặc tả bởi bốn thành phần nào?,"Trạng thái đầu, hàm kế tiếp (hành động/transition), kiểm tra mục tiêu, và chi phí đường đi (step cost & path cost).",Search
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=24 và heuristic h(n)=4, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 24 + 4 = 28.,SearchInformed
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=4 và lời giải nông nhất ở độ sâu d=5. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 4 + 4^2 + … + 4^5 = (b^(d+1)−1)/(b−1) = 1365.,Search
Bạn hãy nêu Resolution trong logic mệnh đề suy ra gì từ hai mệnh đề?,"Từ (A∨B) và (¬A∨C) suy ra (B∨C), sau khi loại bỏ cặp bổ sung A và ¬A.",Logic
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=6 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=6+23=29.,SearchInformed
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=14 thì b·m = 28 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=58 và heuristic h(n)=24, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=58+24=82.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=21 và heuristic h(n)=3, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 21 + 3 = 24.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=53 và heuristic h(n)=22, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=53+22=75.,SearchInformed
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=70 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=70+34=104.,SearchInformed
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=8 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=8, m=8 thì b·m = 64 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=8 thì b·m = 16 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=48 và heuristic h(n)=23, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=48+23=71.,SearchInformed
"Bạn hãy cho biết Trong Iterative Deepening Search (IDS), với cây đều b=6 và độ sâu lời giải d=7, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=6, d=7 thì giá trị là 403106.",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=56 và heuristic h(n)=38, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 56 + 38 = 94.,SearchInformed
Bạn hãy giải thích Thế nào là tác tử hợp lý (rational agent)?,Tác tử hợp lý chọn hành động tối đa hóa kỳ vọng theo tiêu chí hiệu quả dựa trên chuỗi nhận thức và tri thức hiện có.,Agents
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=16 và heuristic h(n)=30, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 16 + 30 = 46.,SearchInformed
Bạn hãy cho biết Tại sao dữ liệu lớn (big data) thúc đẩy sự phát triển của AI hiện đại?,"Vì nhiều mô hình học máy, đặc biệt là học sâu, cải thiện đáng kể khi có nhiều dữ liệu huấn luyện và nhãn.",IntroAI
Bạn có thể cho biết A* dùng hàm đánh giá f(n) như thế nào?,"A* chọn nút có f(n)=g(n)+h(n), với g là chi phí đã đi và h là ước lượng đến đích.",SearchInformed
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=7 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=7, m=8 thì b·m = 56 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=29 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=29+34=63.,SearchInformed
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^7 = (b^(d+1)−1)/(b−1) = 3280.,Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=57 và heuristic h(n)=47, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=57+47=104.,SearchInformed
"Hãy viết phủ định tương đương của công thức ∃i ∀j Knows(i,j).","Phủ định: ¬∃i∀jKnows(i,j) ≡ ∀i ∃j ¬Knows(i,j).",LogicFOL
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=76 và heuristic h(n)=20, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=76+20=96.,SearchInformed
"Bạn hãy nêu Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=7 và độ sâu cực đại m=5, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=7, m=5 thì b·m = 35 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong Iterative Deepening Search (IDS), với cây đều b=5 và độ sâu lời giải d=4, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=5, d=4 thì giá trị là 975.",Search
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∃x ∀y Likes(x,y).","Phủ định: ¬∃x∀yLikes(x,y) ≡ ∀x ∃y ¬Likes(x,y).",LogicFOL
"Trong A*, nếu một nút có chi phí đã đi g(n)=20 và heuristic h(n)=8, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=20+8=28.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=73 và heuristic h(n)=49, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=73+49=122.,SearchInformed
"Bạn có thể cho biết Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=9 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=9, m=8 thì b·m = 72 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^7 = (b^(d+1)−1)/(b−1) = 97656.,Search
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=57 và heuristic h(n)=19, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=57+19=76.,SearchInformed
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∃m ∀n S(m,n).","Phủ định: ¬∃m∀nS(m,n) ≡ ∀m ∃n ¬S(m,n).",LogicFOL
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=43 và heuristic h(n)=32, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=43+32=75.,SearchInformed
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∃x ∀y Knows(x,y).","Phủ định: ¬∃x∀yKnows(x,y) ≡ ∀x ∃y ¬Knows(x,y).",LogicFOL
Bạn hãy giải thích Explored set dùng để làm gì trong graph search?,Ghi nhớ các trạng thái đã mở rộng để tránh lặp và giảm chi phí tìm kiếm trên đồ thị có chu trình.,Search
Giả sử cây tìm kiếm đều có hệ số phân nhánh b=6 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 6 + 6^2 + … + 6^2 = (b^(d+1)−1)/(b−1) = 43.,Search
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=34 và heuristic h(n)=36, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=34+36=70.,SearchInformed
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=56 và heuristic h(n)=38, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 56 + 38 = 94.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=9 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=9+34=43.,SearchInformed
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∃x ∀y Teaches(x,y).","Phủ định: ¬∃x∀yTeaches(x,y) ≡ ∀x ∃y ¬Teaches(x,y).",LogicFOL
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=3 và độ sâu cực đại m=11, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=3, m=11 thì b·m = 33 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy giải thích Forward checking làm gì sau khi gán một biến?,Loại bỏ khỏi miền của các biến chưa gán những giá trị không còn tương thích với gán hiện tại.,CSP
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=2 và lời giải nông nhất ở độ sâu d=5. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 2 + 2^2 + … + 2^5 = (b^(d+1)−1)/(b−1) = 63.,Search
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=26, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=26 thì b·m = 130 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∀u ∃v Teaches(u,v).","Phủ định: ¬∀u∃vTeaches(u,v) ≡ ∃u ∀v ¬Teaches(u,v).",LogicFOL
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∃i ∀j R(i,j).","Phủ định: ¬∃i∀jR(i,j) ≡ ∀i ∃j ¬R(i,j).",LogicFOL
"Bạn có thể cho biết Phân biệt dữ liệu, thông tin và tri thức theo cách hiểu trong hệ tri thức.",Dữ liệu là sự kiện/ký hiệu thô; thông tin là dữ liệu đã xử lý có ngữ cảnh; tri thức là sự hiểu biết có thể áp dụng để giải quyết vấn đề.,Knowledge
"Hãy viết phủ định tương đương của công thức ∃a ∀b Knows(a,b).","Phủ định: ¬∃a∀bKnows(a,b) ≡ ∀a ∃b ¬Knows(a,b).",LogicFOL
"Trong A*, nếu một nút có chi phí đã đi g(n)=10 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=10+31=41.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=64 và heuristic h(n)=16, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=64+16=80.,SearchInformed
"Bạn hãy giải thích Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=5 và độ sâu cực đại m=14, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=5, m=14 thì b·m = 70 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy giải thích Môi trường quan sát hoàn toàn khác môi trường quan sát một phần như thế nào?,Quan sát hoàn toàn: cảm biến cho trạng thái đầy đủ; quan sát một phần: cảm biến chỉ cung cấp thông tin không đầy đủ/không chính xác.,Agents
Bạn có thể cho biết Học phần IT3160 tập trung vào những mảng chính nào của AI?,"Tập trung vào tác tử thông minh, giải quyết vấn đề bằng tìm kiếm, logic & suy diễn, biểu diễn tri thức và giới thiệu học máy.",IntroAI
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^2 = (b^(d+1)−1)/(b−1) = 13.,Search
Bạn hãy nêu Giả sử cây tìm kiếm đều có hệ số phân nhánh b=7 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 7 + 7^2 + … + 7^7 = (b^(d+1)−1)/(b−1) = 960800.,Search
Greedy Best-First Search khác A* ở điểm nào?,"Greedy chọn nút có h(n) nhỏ nhất (bỏ qua g), nên có thể nhanh nhưng không tối ưu; A* cân bằng g và h.",SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=41 và heuristic h(n)=15, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=41+15=56.,SearchInformed
"Hãy trình bày Trong Iterative Deepening Search (IDS), với cây đều b=3 và độ sâu lời giải d=7, tổng số nút được sinh (tính cả các lần lặp) xấp xỉ bao nhiêu theo công thức tổng (d−i+1)·b^i?","Tổng số nút ≈ ∑_{i=0..d} (d−i+1)·b^i. Với b=3, d=7 thì giá trị là 4916.",Search
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=36 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=36+31=67.,SearchInformed
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∃x ∀y Likes(x,y).","Phủ định: ¬∃x∀yLikes(x,y) ≡ ∀x ∃y ¬Likes(x,y).",LogicFOL
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∃a ∀b S(a,b).","Phủ định: ¬∃a∀bS(a,b) ≡ ∀a ∃b ¬S(a,b).",LogicFOL
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=10 và heuristic h(n)=31, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=10+31=41.,SearchInformed
"Trong A*, nếu một nút có chi phí đã đi g(n)=47 và heuristic h(n)=14, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=47+14=61.,SearchInformed
Hãy trình bày Resolution trong logic mệnh đề suy ra gì từ hai mệnh đề?,"Từ (A∨B) và (¬A∨C) suy ra (B∨C), sau khi loại bỏ cặp bổ sung A và ¬A.",Logic
Minimax giả định điều gì về đối thủ?,Giả định đối thủ chơi tối ưu để tối thiểu hóa lợi ích của ta; ta chọn nước đi tối đa hóa giá trị tối thiểu.,Adversarial
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∃a ∀b R(a,b).","Phủ định: ¬∃a∀bR(a,b) ≡ ∀a ∃b ¬R(a,b).",LogicFOL
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=29 và heuristic h(n)=34, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=29+34=63.,SearchInformed
"Bạn hãy nêu Hãy viết phủ định tương đương của công thức ∀u ∃v S(u,v).","Phủ định: ¬∀u∃vS(u,v) ≡ ∃u ∀v ¬S(u,v).",LogicFOL
Bạn có thể cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^2 = (b^(d+1)−1)/(b−1) = 13.,Search
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=65 và heuristic h(n)=2, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=65+2=67.,SearchInformed
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=3 và heuristic h(n)=10, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=3+10=13.,SearchInformed
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=68 và heuristic h(n)=24, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=68+24=92.,SearchInformed
Giả sử cây tìm kiếm đều có hệ số phân nhánh b=3 và lời giải nông nhất ở độ sâu d=3. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 3 + 3^2 + … + 3^3 = (b^(d+1)−1)/(b−1) = 40.,Search
"Bạn hãy giải thích Hãy viết phủ định tương đương của công thức ∀i ∃j Teaches(i,j).","Phủ định: ¬∀i∃jTeaches(i,j) ≡ ∃i ∀j ¬Teaches(i,j).",LogicFOL
"Hãy trình bày Trong A*, nếu một nút có chi phí đã đi g(n)=11 và heuristic h(n)=5, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=11+5=16.,SearchInformed
Bạn hãy cho biết Bài toán thỏa mãn ràng buộc (CSP) được mô tả bởi ba thành phần nào?,"Gồm tập biến (variables), miền giá trị (domains) cho mỗi biến, và tập ràng buộc (constraints) giữa các biến.",CSP
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∀m ∃n Knows(m,n).","Phủ định: ¬∀m∃nKnows(m,n) ≡ ∃m ∀n ¬Knows(m,n).",LogicFOL
"Hãy trình bày Hãy viết phủ định tương đương của công thức ∃x ∀y Knows(x,y).","Phủ định: ¬∃x∀yKnows(x,y) ≡ ∀x ∃y ¬Knows(x,y).",LogicFOL
"Bạn có thể cho biết Hãy viết phủ định tương đương của công thức ∀u ∃v Likes(u,v).","Phủ định: ¬∀u∃vLikes(u,v) ≡ ∃u ∀v ¬Likes(u,v).",LogicFOL
"Hãy trình bày Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=4 và độ sâu cực đại m=8, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=4, m=8 thì b·m = 32 (đơn vị tỷ lệ, bỏ hằng số).",Search
Bạn hãy cho biết Chứng minh bằng phản chứng trong suy diễn tự động được dùng thế nào?,"Muốn chứng minh α từ KB, ta thêm ¬α vào KB rồi dùng resolution; nếu suy ra mệnh đề rỗng thì KB ⊨ α.",Logic
"Trong phân tích không gian của DFS, nếu hệ số phân nhánh b=2 và độ sâu cực đại m=26, ước lượng O(bm) tương ứng với b·m bằng bao nhiêu?","O(bm) cho biết bộ nhớ tỷ lệ với b·m. Với b=2, m=26 thì b·m = 52 (đơn vị tỷ lệ, bỏ hằng số).",Search
"Bạn hãy nêu Trong A*, nếu một nút có chi phí đã đi g(n)=6 và heuristic h(n)=2, giá trị f(n)=g(n)+h(n) bằng bao nhiêu?",f(n) = g(n) + h(n) = 6 + 2 = 8.,SearchInformed
"Bạn hãy cho biết Hãy viết phủ định tương đương của công thức ∃m ∀n S(m,n).","Phủ định: ¬∃m∀nS(m,n) ≡ ∀m ∃n ¬S(m,n).",LogicFOL
Bạn hãy cho biết Vì sao trong luật sản xuất thường tránh OR ở vế điều kiện?,Vì OR có thể tách thành nhiều luật tương đương để dễ so khớp mẫu và suy diễn.,Knowledge
"Bạn hãy giải thích Trong A*, nếu một nút có chi phí đã đi g(n)=2 và heuristic h(n)=12, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=2+12=14.,SearchInformed
"Bạn hãy cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=11 và heuristic h(n)=40, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=11+40=51.,SearchInformed
Bạn hãy giải thích Bidirectional search hiệu quả khi nào?,"Hiệu quả khi có thể sinh trạng thái ngược từ đích và hai hướng tìm kiếm gặp nhau, thường giảm độ phức tạp từ b^d xuống b^(d/2).",Search
Bạn hãy cho biết Giả sử cây tìm kiếm đều có hệ số phân nhánh b=4 và lời giải nông nhất ở độ sâu d=2. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 4 + 4^2 + … + 4^2 = (b^(d+1)−1)/(b−1) = 21.,Search
Bạn hãy giải thích Giả sử cây tìm kiếm đều có hệ số phân nhánh b=7 và lời giải nông nhất ở độ sâu d=5. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 7 + 7^2 + … + 7^5 = (b^(d+1)−1)/(b−1) = 19608.,Search
Hãy trình bày Giả sử cây tìm kiếm đều có hệ số phân nhánh b=5 và lời giải nông nhất ở độ sâu d=7. BFS sẽ sinh tối đa bao nhiêu nút (từ độ sâu 0 đến d)?,Số nút tối đa là 1 + 5 + 5^2 + … + 5^7 = (b^(d+1)−1)/(b−1) = 97656.,Search
"Trong A*, nếu một nút có chi phí đã đi g(n)=41 và heuristic h(n)=3, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=41+3=44.,SearchInformed
Bạn hãy giải thích Dropout giảm overfitting bằng cơ chế nào?,"Ngẫu nhiên bỏ qua (tắt) một phần neuron khi huấn luyện, tương đương ensemble nhiều mạng con, tăng khả năng tổng quát.",DeepLearning
"Bạn có thể cho biết Trong A*, nếu một nút có chi phí đã đi g(n)=24 và heuristic h(n)=11, giá trị f(n) bằng bao nhiêu?",f(n)=g(n)+h(n)=24+11=35.,SearchInformed
