
question,answer,topic
So sánh tập huấn luyện và tập kiểm tra.,"Tập huấn luyện dùng để học các tham số, còn tập kiểm tra (test set) dùng để đánh giá hiệu suất mô hình trên dữ liệu độc lập.",MachineLearning
Ưu nhược điểm của việc dùng tập huấn luyện lớn là gì?,"Tập huấn luyện lớn giúp mô hình học tốt hơn nhưng tăng chi phí tính toán; nếu dữ liệu không đa dạng, mô hình có thể không tổng quát hóa.",MachineLearning
Validation set là gì?,Validation set là tập dữ liệu được tách ra từ dữ liệu ban đầu để hiệu chỉnh siêu tham số và đánh giá mô hình trong quá trình huấn luyện.,MachineLearning
Tập validation được sử dụng như thế nào trong quy trình phát triển mô hình?,"Trong quy trình huấn luyện, mô hình được đào tạo trên training set và đánh giá trên validation set; các siêu tham số được điều chỉnh dựa trên kết quả này.",MachineLearning
Mục đích của việc có tập validation riêng biệt là gì?,Tập validation giúp chọn mô hình hoặc cấu hình tốt nhất trước khi đánh giá cuối cùng trên test set.,MachineLearning
So sánh validation set và test set.,Validation set dùng để tinh chỉnh mô hình trong khi test set chỉ sử dụng một lần để đánh giá cuối cùng; validation có thể bị mòn nếu dùng nhiều lần.,MachineLearning
Ưu nhược điểm của việc sử dụng validation set là gì?,"Validation set giúp tối ưu mô hình nhưng tiêu tốn dữ liệu huấn luyện; nếu sử dụng lặp lại quá nhiều, mô hình có thể overfit vào validation set.",MachineLearning
Cross-validation là gì?,"Cross-validation là kỹ thuật đánh giá hiệu suất mô hình bằng cách chia dữ liệu thành nhiều phần, huấn luyện và kiểm tra luân phiên trên các phần đó.",MachineLearning
K-fold cross validation hoạt động ra sao?,"Trong k-fold cross-validation, dữ liệu được chia thành k phần bằng nhau; mô hình được huấn luyện trên k-1 phần và kiểm tra trên phần còn lại, lặp lại k lần và lấy trung bình kết quả.",MachineLearning
Mục đích của việc dùng cross-validation trong học máy là gì?,Cross-validation giúp ước lượng khả năng tổng quát của mô hình trên dữ liệu chưa thấy và giảm nguy cơ overfitting khi chọn mô hình.,MachineLearning
So sánh cross-validation và phương pháp holdout.,"Phương pháp holdout chỉ chia dữ liệu thành một tập huấn luyện và một tập kiểm tra duy nhất, trong khi cross-validation lặp lại nhiều lần để có đánh giá ổn định hơn.",MachineLearning
Ưu và nhược điểm của cross-validation là gì?,Cross-validation cung cấp đánh giá tin cậy hơn nhưng tốn thời gian tính toán vì phải huấn luyện mô hình nhiều lần; holdout nhanh hơn nhưng có thể không đại diện cho toàn bộ dữ liệu.,MachineLearning
Regularization trong học máy là gì?,Regularization là kỹ thuật thêm thuật ngữ phạt vào hàm mất mát nhằm giảm độ phức tạp của mô hình và ngăn overfitting.,MachineLearning
Regularization hoạt động như thế nào để giảm overfitting?,"Regularization như L1 hoặc L2 làm giảm trọng số của tham số, ép mô hình chọn đặc trưng quan trọng và loại bỏ nhiễu trong dữ liệu.",MachineLearning
Mục đích của việc sử dụng regularization là gì?,"Mục đích của regularization là cải thiện khả năng tổng quát, tránh mô hình học quá sâu các mẫu nhiễu và tăng ổn định dự đoán.",MachineLearning
So sánh L1 regularization và L2 regularization.,"L1 regularization khuyến khích trọng số bằng 0 dẫn tới mô hình thưa (sparse), trong khi L2 phạt bình phương trọng số giúp phân bổ đều và tránh giá trị lớn.",MachineLearning
Ưu và nhược điểm của regularization là gì?,Regularization nâng cao độ tổng quát nhưng có thể làm giảm độ chính xác trên tập huấn luyện; chọn hệ số phạt không phù hợp có thể gây underfitting.,MachineLearning
Mạng neural (neural network) là gì?,"Mạng neural là mô hình học sâu mô phỏng hoạt động của não với nhiều lớp nơ-ron kết nối, có khả năng học các mẫu phi tuyến tính phức tạp.",DeepLearning
Mạng neural hoạt động như thế nào?,"Mạng neural truyền dữ liệu qua các lớp nơ-ron, mỗi nơ-ron tính toán hàm kích hoạt của tổng trọng số đầu vào, rồi học trọng số bằng thuật toán backpropagation.",DeepLearning
Mục đích của việc sử dụng mạng nơ-ron nhân tạo là gì?,"Mạng neural dùng để nhận dạng hình ảnh, xử lý ngôn ngữ tự nhiên, dự báo và các bài toán phức tạp cần mô hình phi tuyến.",DeepLearning
So sánh mạng neural với mô hình logistic regression.,"Logistic regression là mô hình tuyến tính chỉ có một lớp, trong khi neural network có nhiều lớp và học các quan hệ phi tuyến, nên mạnh hơn nhưng phức tạp hơn.",DeepLearning
Ưu nhược điểm của mạng neural là gì?,Neural network mạnh mẽ và linh hoạt nhưng đòi hỏi nhiều dữ liệu và tài nguyên tính toán; dễ overfitting nếu không regularization.,DeepLearning
CNN (convolutional neural network) là gì?,CNN là mạng nơ-ron sâu được thiết kế để xử lý dữ liệu có cấu trúc lưới như hình ảnh bằng cách sử dụng các lớp convolution để trích xuất đặc trưng không gian.,DeepLearning
CNN hoạt động như thế nào trên dữ liệu hình ảnh?,"CNN sử dụng các bộ lọc trượt (kernels) để thực hiện phép tích chập trên ảnh, sau đó dùng pooling để giảm chiều, cuối cùng nối vào các lớp fully connected để dự đoán.",DeepLearning
Mục đích của việc sử dụng CNN là gì?,"CNN được dùng trong nhận dạng hình ảnh, phát hiện đối tượng và các bài toán thị giác máy tính khác nhờ khả năng học đặc trưng tự động.",DeepLearning
So sánh CNN và RNN.,"CNN xử lý dữ liệu không gian và khai thác cấu trúc lưới, còn RNN xử lý dữ liệu tuần tự theo thời gian như chuỗi hoặc câu.",DeepLearning
Ưu điểm và hạn chế của CNN là gì?,"CNN hiệu quả trong việc nhận dạng hình ảnh và ít tham số hơn so với fully connected network, nhưng đòi hỏi nhiều dữ liệu và tính toán trên GPU.",DeepLearning
RNN (recurrent neural network) là gì?,"RNN là loại mạng neural có kết nối tuần hoàn, cho phép thông tin từ bước trước được đưa ngược vào mạng để xử lý dữ liệu tuần tự.",DeepLearning
Cơ chế của RNN hoạt động như thế nào?,"RNN cập nhật trạng thái ẩn tại mỗi thời điểm bằng cách nhận đầu vào hiện tại và trạng thái trước đó, giúp lưu trữ bối cảnh ngắn hạn.",DeepLearning
RNN được sử dụng trong những ứng dụng nào?,"RNN được dùng trong xử lý ngôn ngữ tự nhiên, dịch máy, nhận dạng giọng nói và các bài toán chuỗi thời gian.",DeepLearning
So sánh RNN với CNN.,"RNN xử lý chuỗi thời gian và giữ trạng thái qua các bước, trong khi CNN xử lý ảnh và dữ liệu lưới; mỗi loại phù hợp với dạng dữ liệu khác nhau.",DeepLearning
Ưu nhược điểm của RNN là gì?,Ưu điểm: RNN mô hình hóa mối quan hệ theo thời gian; nhược điểm: khó huấn luyện do gradient vanishing và hạn chế nhớ dài hạn.,DeepLearning
Thuật toán backpropagation là gì?,Backpropagation là thuật toán lan truyền ngược lỗi để tính gradient của hàm mất mát theo trọng số trong mạng neural.,DeepLearning
Backpropagation hoạt động như thế nào trong mạng neural?,"Thuật toán tính đạo hàm của hàm mất mát theo từng trọng số bằng quy tắc chuỗi, cập nhật trọng số từ lớp cuối về đầu để giảm lỗi.",DeepLearning
Mục đích của backpropagation trong huấn luyện là gì?,Backpropagation giúp huấn luyện mạng neural bằng cách điều chỉnh trọng số để tối thiểu hóa hàm mất mát và học các mẫu phức tạp.,DeepLearning
So sánh backpropagation và gradient descent thông thường.,Gradient descent là phương pháp tối ưu tìm cực tiểu hàm mất mát; backpropagation là kỹ thuật tính gradient cụ thể cho mạng neural để áp dụng gradient descent.,DeepLearning
Ưu và nhược điểm của backpropagation là gì?,Ưu điểm: backpropagation cho phép huấn luyện mạng sâu hiệu quả; nhược điểm: dễ gặp vanishing/exploding gradients và yêu cầu tính toán lớn.,DeepLearning
So sánh giữa CNN và RNN?,"CNN và RNN là hai loại mạng neural sâu: CNN dùng tích chập để xử lý dữ liệu không gian, RNN sử dụng vòng lặp để xử lý dữ liệu tuần tự.",DeepLearning
Cách hoạt động khác nhau của CNN và RNN là gì?,"CNN áp dụng bộ lọc lên ma trận dữ liệu để trích đặc trưng, còn RNN cập nhật trạng thái ẩn từng bước dựa vào đầu vào và trạng thái trước đó.",DeepLearning
Khi nào nên dùng CNN và khi nào nên dùng RNN?,Sử dụng CNN khi cần nhận dạng đặc trưng không gian như ảnh; dùng RNN khi cần xử lý chuỗi như văn bản hoặc âm thanh.,DeepLearning
Những khác biệt chính giữa mô hình xử lý ảnh và mô hình xử lý chuỗi là gì?,"Mô hình xử lý ảnh (CNN) tập trung vào khu vực cục bộ và bất biến dịch chuyển, trong khi mô hình xử lý chuỗi (RNN) tập trung vào thứ tự và bối cảnh.",DeepLearning
Ưu và nhược điểm của CNN so với RNN là gì?,CNN hiệu quả với dữ liệu lưới và có ít vấn đề gradient; RNN mô hình hóa chuỗi nhưng khó huấn luyện và có giới hạn trong nhớ dài hạn.,DeepLearning
Tác tử thông minh là gì?,Tác tử thông minh là thực thể tự trị có khả năng cảm nhận môi trường bằng cảm biến và hành động qua cơ cấu chấp hành để đạt mục tiêu nhất định.,Agents
Một tác tử thông minh hoạt động như thế nào?,"Tác tử thu thập dữ liệu từ cảm biến, sử dụng chương trình điều khiển hoặc mô hình để quyết định và thực hiện hành động qua bộ chấp hành.",Agents
Tác tử thông minh được dùng để làm gì?,"Tác tử thông minh được dùng trong robot, trợ lý ảo và hệ thống tự động để thực hiện nhiệm vụ phức tạp một cách tự chủ.",Agents
So sánh tác tử thông minh với chương trình truyền thống.,"Chương trình truyền thống thực hiện các lệnh tuần tự, còn tác tử thông minh phản ứng theo trạng thái môi trường và có thể học hỏi, thích nghi.",Agents
Ưu nhược điểm của tác tử thông minh là gì?,"Ưu điểm: tác tử có tính linh hoạt, tự chủ; nhược điểm: thiết kế phức tạp và khó dự đoán hành vi trong môi trường không chắc chắn.",Agents
PEAS trong trí tuệ nhân tạo là gì?,"PEAS là viết tắt của Performance measure, Environment, Actuators và Sensors; dùng để mô tả đầy đủ nhiệm vụ của một tác tử.",Agents
PEAS hoạt động như thế nào khi thiết kế tác tử?,"Trong thiết kế tác tử, ta xác định tiêu chí đánh giá (performance), mô tả môi trường, liệt kê bộ chấp hành và cảm biến để xây dựng chức năng tác tử.",Agents
Mục đích của khuôn khổ PEAS là gì?,PEAS giúp đặt ra yêu cầu rõ ràng và xác định các thành phần chính để thiết kế tác tử hiệu quả và phù hợp với nhiệm vụ.,Agents
So sánh bốn thành phần của PEAS.,"Performance measure đánh giá thành công của tác tử, environment mô tả thế giới tác tử tồn tại, actuators là công cụ hành động và sensors là bộ phận cảm nhận dữ liệu.",Agents
Ưu và nhược điểm của việc dùng PEAS để mô tả tác tử là gì?,Ưu điểm: PEAS cung cấp cấu trúc chuẩn hóa; nhược điểm: mô tả quá tổng quát có thể bỏ qua chi tiết kỹ thuật quan trọng.,Agents
Tác tử hợp lý và tác tử phản ứng khác nhau thế nào?,"Tác tử hợp lý là tác tử chọn hành động tối đa hóa hiệu quả theo performance measure, còn tác tử phản ứng chỉ dựa trên cảm biến hiện tại để phản hồi tức thời.",Agents
Cơ chế hoạt động của tác tử phản ứng là gì?,Tác tử phản ứng sử dụng hệ luật đơn giản ánh xạ trực tiếp trạng thái cảm biến sang hành động mà không giữ trạng thái bên trong.,Agents
Mục đích của việc xây dựng tác tử hợp lý là gì?,"Tác tử hợp lý hướng tới tối ưu hóa kết quả dài hạn thông qua suy luận và kế hoạch, trong khi tác tử phản ứng phù hợp với nhiệm vụ đơn giản cần phản hồi nhanh.",Agents
So sánh tác tử hợp lý và tác tử dựa trên mô hình.,"Tác tử dựa trên mô hình giữ trạng thái nội bộ của môi trường, còn tác tử phản ứng không duy trì mô hình và chỉ phản ứng tức thời.",Agents
Ưu nhược điểm của tác tử phản ứng là gì?,Tác tử phản ứng đơn giản và nhanh nhưng thiếu khả năng xử lý nhiệm vụ phức tạp; tác tử hợp lý mạnh mẽ hơn nhưng tốn tài nguyên và yêu cầu lập trình phức tạp.,Agents
Cảm biến (sensor) và cơ cấu chấp hành (actuator) là gì trong tác tử?,"Cảm biến là thiết bị thu thập dữ liệu từ môi trường, còn actuators là thiết bị thực hiện hành động do tác tử quyết định.",Agents
Cảm biến và actuator hoạt động ra sao trong hệ thống tác tử?,Cảm biến thu nhận thông tin và gửi về bộ xử lý; actuators nhận lệnh từ bộ xử lý và thực thi hành động trên môi trường.,Agents
Mục đích của cảm biến và actuators trong một tác tử là gì?,"Cảm biến và actuators giúp tác tử tương tác với môi trường: cảm biến để nhận biết trạng thái, actuators để thay đổi trạng thái.",Agents
So sánh vai trò của cảm biến và actuators trong tác tử.,"Cảm biến đóng vai trò input thu thập dữ liệu, actuators đóng vai trò output thực hiện hành động; cả hai phối hợp để hoàn thành nhiệm vụ.",Agents
Ưu và nhược điểm của việc thiết kế cảm biến và actuators phức tạp là gì?,Thiết kế cảm biến và actuators phức tạp giúp tác tử linh hoạt và chính xác hơn nhưng tăng chi phí và độ khó trong chế tạo.,Agents
Performance measure trong tác tử là gì?,"Performance measure là tiêu chí đánh giá mức độ thành công của tác tử đối với nhiệm vụ, chẳng hạn như tốc độ hoàn thành hoặc mức tiêu hao năng lượng.",Agents
Môi trường tác tử ảnh hưởng như thế nào đến hành vi của nó?,"Môi trường có thể xác định, không xác định, tĩnh hoặc động; tác tử phải thích nghi để hành động đạt performance measure tốt nhất.",Agents
Mục đích của performance measure trong thiết kế tác tử là gì?,Performance measure giúp định hướng chiến lược của tác tử và đánh giá kết quả hoạt động theo mục tiêu đã đặt ra.,Agents
So sánh môi trường xác định và môi trường không xác định.,"Môi trường xác định cho phép dự đoán kết quả hành động, còn môi trường không xác định cần kế hoạch linh hoạt và xử lý rủi ro.",Agents
Ưu nhược điểm của việc định nghĩa performance measure rõ ràng là gì?,"Định nghĩa performance measure rõ ràng giúp tối ưu hóa hành động, nhưng nếu không toàn diện có thể khiến tác tử đạt mục tiêu phụ mà bỏ qua mục tiêu chính.",Agents
Constraint Satisfaction Problem (CSP) là gì?,CSP là bài toán trong đó cần gán giá trị cho tập biến sao cho thoả mọi ràng buộc giữa các biến.,CSP
CSP hoạt động như thế nào?,"Giải CSP bằng cách chọn biến, gán giá trị từ miền và kiểm tra ràng buộc; nếu vi phạm, quay lui để thử giá trị khác.",CSP
CSP dùng để làm gì?,"CSP được dùng để giải sudoku, lập thời khóa biểu và bài toán ô chữ khi cần tìm nghiệm thỏa tất cả điều kiện.",CSP
So sánh CSP với bài toán tìm kiếm thông thường.,"Bài toán tìm kiếm thông thường tìm đường đi hoặc trạng thái, còn CSP tìm gán giá trị đáp ứng ràng buộc; CSP thường mô tả bằng biến và miền giá trị.",CSP
Ưu và nhược điểm của CSP là gì?,"Ưu điểm: CSP mô hình hóa vấn đề ràng buộc rõ ràng; nhược điểm: không gian tìm kiếm lớn, cần kỹ thuật heuristics để tăng tốc.",CSP
Giải thuật quay lui (backtracking) là gì trong CSP?,"Backtracking là kỹ thuật tìm kiếm thử và sai: chọn biến, gán giá trị, kiểm tra ràng buộc; nếu vi phạm, quay lui để thử giá trị khác.",CSP
Backtracking hoạt động thế nào khi giải CSP?,"Thuật toán duyệt theo chiều sâu, mỗi khi gán giá trị hợp lệ cho một biến sẽ chuyển sang biến tiếp theo; nếu hết giá trị hợp lệ, quay lui về bước trước.",CSP
Mục đích của backtracking trong bài toán thỏa mãn ràng buộc là gì?,Backtracking giúp tìm nghiệm cho CSP bằng cách khám phá không gian gán giá trị một cách có hệ thống.,CSP
So sánh backtracking với forward checking.,"Forward checking kiểm tra ràng buộc và loại bỏ giá trị không hợp lệ sớm hơn, giảm số trường hợp phải quay lui so với backtracking thuần.",CSP
Ưu nhược điểm của backtracking là gì?,Backtracking đơn giản và dễ triển khai nhưng có thể bị bùng nổ số nhánh; forward checking cải thiện hiệu suất nhưng yêu cầu thêm xử lý.,CSP
Propagation ràng buộc là gì trong CSP?,Constraint propagation là kỹ thuật suy diễn các giá trị có thể chấp nhận cho biến dựa trên ràng buộc để thu hẹp miền giá trị trước khi gán.,CSP
Thuật toán propagation hoạt động như thế nào khi giải CSP?,"Thuật toán xét mỗi ràng buộc, loại bỏ giá trị không thỏa trong miền của biến, lặp lại cho đến khi không còn giá trị bị loại bỏ.",CSP
Mục đích của constraint propagation là gì?,"Mục đích là giảm không gian tìm kiếm bằng cách loại bỏ giá trị không thể dẫn đến nghiệm, giúp giải CSP nhanh hơn.",CSP
So sánh constraint propagation với backtracking thuần.,"Backtracking chỉ kiểm tra sau khi gán, còn constraint propagation loại bỏ giá trị trước khi gán, giảm số lần thử thất bại.",CSP
Ưu nhược điểm của constraint propagation là gì?,Ưu điểm: giảm đáng kể không gian tìm kiếm; nhược điểm: tốn thời gian duy trì cấu trúc dữ liệu và không hiệu quả nếu ràng buộc yếu.,CSP
Heuristic MRV (minimum remaining values) là gì?,Heuristic MRV là chiến lược chọn biến có số lượng giá trị còn lại ít nhất để gán trước trong CSP.,CSP
MRV chọn biến như thế nào trong CSP?,"Trong backtracking, MRV đếm số giá trị hợp lệ còn lại cho mỗi biến và chọn biến với miền nhỏ nhất để gán, nhằm giảm nhánh tìm kiếm.",CSP
Mục đích của heuristic MRV trong backtracking là gì?,"MRV nhằm thu hẹp nhanh không gian tìm kiếm, giảm khả năng phải quay lui sâu bằng cách giải quyết các biến khó nhất trước.",CSP
So sánh heuristic MRV với chọn biến ngẫu nhiên.,Chọn biến ngẫu nhiên không xem xét miền giá trị nên có thể dẫn tới nhiều bước thử; MRV chọn biến hạn chế nhất nên thường hiệu quả hơn.,CSP
Ưu và nhược điểm của heuristic MRV là gì?,Heuristic MRV tăng tốc giải bài toán khó nhưng yêu cầu tính toán miền giá trị sau mỗi bước; với bài toán đơn giản thì overhead có thể không cần thiết.,CSP
Arc consistency (AC) là gì?,Arc consistency là tính chất trong CSP khi mỗi giá trị của một biến có ít nhất một giá trị phù hợp ở biến liên quan theo ràng buộc nhị phân.,CSP
Thuật toán AC-3 hoạt động như thế nào?,"Thuật toán AC-3 duy trì một hàng đợi các cung (arc) và lặp lại xóa giá trị từ miền của biến khi không còn giá trị phù hợp ở biến kề, cập nhật hàng đợi cho các cung liên quan.",CSP
Mục đích của arc consistency trong CSP là gì?,"Arc consistency giúp loại bỏ giá trị không hợp lệ trước khi thử gán, làm nhỏ miền giá trị và đơn giản hóa backtracking.",CSP
So sánh arc consistency với constraint propagation.,Constraint propagation bao trùm nhiều kỹ thuật; AC-3 là một dạng cụ thể đảm bảo tính nhất quán cho ràng buộc nhị phân.,CSP
Ưu và nhược điểm của AC-3 là gì?,"AC-3 giảm không gian tìm kiếm đáng kể nhưng tốn thời gian cập nhật miền và chỉ áp dụng cho ràng buộc nhị phân, cần kết hợp với kỹ thuật khác.",CSP
Thuật toán minimax là gì?,"Minimax là thuật toán suy nghĩ hai người chơi trong trò chơi đối kháng, tối đa hóa điểm số tối thiểu có thể đạt được trước phản ứng của đối thủ.",Adversarial
Minimax hoạt động như thế nào trong trò chơi đối kháng?,"Thuật toán xây dựng cây trò chơi, người chơi tối đa chọn nước đi với giá trị cao nhất trong các giá trị tối thiểu do đối thủ sẽ chọn, lặp lại cho đến lá.",Adversarial
Mục đích của thuật toán minimax là gì?,"Minimax được dùng để tìm chiến lược tối ưu trong trò chơi zero-sum như cờ vua, nơi một bên cố gắng tối đa hóa lợi thế còn đối thủ cố gắng tối thiểu hóa nó.",Adversarial
So sánh minimax và thuật toán alpha-beta pruning.,"Alpha-beta pruning tối ưu hóa minimax bằng cách cắt bỏ các nhánh không thể ảnh hưởng đến kết quả cuối, giúp giảm số trạng thái cần đánh giá.",Adversarial
Ưu điểm và nhược điểm của minimax là gì?,Ưu điểm: minimax tìm chiến lược tối ưu nếu có đủ thời gian; nhược điểm: kích thước cây trò chơi lớn khiến thuật toán tốn thời gian và bộ nhớ.,Adversarial
Alpha-beta pruning là gì?,Alpha-beta pruning là kỹ thuật cắt tỉa để giảm số nút trong cây minimax bằng cách loại bỏ các nhánh không thể ảnh hưởng tới quyết định cuối cùng.,Adversarial
Thuật toán alpha-beta pruning hoạt động ra sao?,Thuật toán theo dõi hai giá trị alpha (giá trị tốt nhất cho người tối đa) và beta (tốt nhất cho người tối thiểu); nếu node có giá trị ngoài khoảng này thì cắt bỏ.,Adversarial
Mục đích của alpha-beta pruning trong minimax là gì?,"Alpha-beta pruning nhằm tăng hiệu quả của minimax, cho phép xem xét sâu hơn hoặc kịp thời hạn thời gian trong trò chơi.",Adversarial
So sánh alpha-beta pruning và minimax thuần.,"Minimax thuần duyệt toàn bộ cây trò chơi, còn alpha-beta pruning bỏ qua các nhánh dư thừa nhưng vẫn cho kết quả giống minimax.",Adversarial
Ưu và nhược điểm của alpha-beta pruning là gì?,Ưu điểm: giảm đáng kể số nút cần đánh giá; nhược điểm: hiệu quả phụ thuộc vào thứ tự duyệt và không thay đổi kết quả tối ưu.,Adversarial
Sự khác biệt giữa tìm kiếm trong trò chơi đối kháng và tìm kiếm thông thường là gì?,"Tìm kiếm trong trò chơi đối kháng xem xét hai hoặc nhiều người chơi với mục tiêu đối lập, còn tìm kiếm thông thường thường chỉ có một tác tử tìm đường tới mục tiêu.",Adversarial
Thuật toán tìm kiếm trong game đối kháng hoạt động ra sao?,"Thuật toán game search như minimax xây dựng cây trò chơi, xen kẽ nước đi của người chơi tối đa và tối thiểu; đánh giá trạng thái để chọn hành động.",Adversarial
Mục đích của tìm kiếm đối kháng trong AI là gì?,"Tìm kiếm đối kháng nhằm xác định chiến lược tối ưu khi đối thủ cũng phản ứng thông minh, ví dụ trong cờ vua hay cờ caro.",Adversarial
So sánh chiến lược tìm kiếm trò chơi và tìm kiếm trong CSP.,"CSP tìm gán giá trị thoả ràng buộc, trong khi game search tính đến phản ứng đối thủ và ràng buộc thời gian; game search thường dùng minimax hoặc alpha-beta.",Adversarial
Ưu nhược điểm của tìm kiếm trò chơi so với tìm kiếm thông thường là gì?,Tìm kiếm trò chơi xử lý môi trường đối kháng nhưng phức tạp và tốn tính toán; tìm kiếm thông thường đơn giản hơn nhưng không áp dụng cho trò chơi đối kháng.,Adversarial
Hàm đánh giá heuristic trong trò chơi là gì?,Hàm đánh giá heuristic là hàm ước lượng giá trị của trạng thái trung gian trong trò chơi khi không thể tính toán hết đến trạng thái cuối.,Adversarial
Heuristic evaluation hoạt động như thế nào trong minimax?,"Trong minimax cắt ngắn, khi đạt tới độ sâu giới hạn, thuật toán sử dụng heuristic evaluation để gán điểm cho trạng thái và tiếp tục tính ngược.",Adversarial
Mục đích của việc sử dụng heuristic evaluation trong trò chơi là gì?,"Mục đích của heuristic evaluation là giảm thời gian tính toán bằng cách đánh giá trạng thái chưa hoàn kết dựa trên đặc trưng như vật cản, vị trí quân.",Adversarial
So sánh heuristic evaluation và đánh giá chính xác trạng thái cuối.,"Đánh giá chính xác yêu cầu đi tới trạng thái cuối, trong khi heuristic evaluation chỉ cần tính gần đúng nên nhanh hơn nhưng kém chính xác.",Adversarial
Ưu và nhược điểm của heuristic evaluation trong trò chơi là gì?,Ưu điểm: cho phép chơi trong thời gian hữu hạn và sâu; nhược điểm: kết quả phụ thuộc chất lượng hàm heuristic và có thể gây sai lệch chiến lược.,Adversarial
Trò chơi zero-sum là gì?,Trò chơi zero-sum là trò chơi mà lợi ích của một người chơi bằng tổn thất của người chơi khác; tổng điểm bằng zero.,Adversarial
Expectimax khác minimax như thế nào?,"Expectimax mở rộng minimax bằng cách thay thế nút đối thủ bằng nút kỳ vọng, tính giá trị trung bình có trọng số theo xác suất các hành động.",Adversarial
Mục đích của expectimax trong trò chơi không zero-sum là gì?,"Expectimax được dùng khi đối thủ hoặc môi trường hành động ngẫu nhiên và không hoàn toàn đối kháng, như trong Pac-Man hoặc các trò chơi có yếu tố may rủi.",Adversarial
So sánh trò chơi zero-sum và trò chơi không zero-sum.,"Trong trò chơi zero-sum, minimax là tối ưu; trong trò chơi không zero-sum hoặc ngẫu nhiên, expectimax xử lý xác suất và không giả định đối thủ tối thiểu hoá điểm.",Adversarial
Ưu và nhược điểm của expectimax so với minimax là gì?,Ưu điểm: expectimax xử lý sự không chắc chắn nhưng tốn nhiều tính toán; minimax nhanh hơn nhưng chỉ phù hợp với trò chơi zero-sum.,Adversarial
